epoch,dense_3_acc,dense_3_loss,dense_6_acc,dense_6_loss,loss,val_dense_3_acc,val_dense_3_loss,val_dense_6_acc,val_dense_6_loss,val_loss
55,0.91220170611,0.0169636497823,0.806393522607,0.0412282501832,0.0581919002233,0.608399548677,0.0695259526,0.416572085591,0.0723851634175,0.141911117058
56,0.913102201329,0.0152490073765,0.808194512615,0.0344188556734,0.0496678631224,0.64245176021,0.0465281426095,0.441543709203,0.0817314663291,0.128259608135
57,0.914903192679,0.0149298274595,0.817649712841,0.0344335264126,0.0493633538134,0.633371171189,0.0541604988353,0.419977306474,0.0705176254356,0.124678123404
58,0.885637097292,0.0452419363811,0.755965791633,0.0669243850414,0.112166321347,0.619750285883,0.0542102900569,0.494892176211,0.0645679716363,0.118778261672
59,0.908599725235,0.018377887088,0.788833865707,0.0694415201062,0.0878194086723,0.612939843525,0.0573126405993,0.408626569099,0.0717541278423,0.129066768125
60,0.891490316321,0.0240445352302,0.792435844703,0.0594615971171,0.0835061318458,0.594778662524,0.066031819664,0.429057895156,0.067287186573,0.133319006368
61,0.907699229212,0.0242071923438,0.789734361167,0.0486505187642,0.0728577110901,0.604994326272,0.066403343504,0.399545979233,0.0744811560616,0.1408844999
62,0.917604678067,0.0150276990485,0.805042777631,0.0375669931482,0.0525946922094,0.634506245409,0.0494514928833,0.438138488067,0.0682853136791,0.117736806723
63,0.919405668665,0.0140337206445,0.807744265971,0.0338696735764,0.0479033943341,0.641316687766,0.0545652951627,0.435868339882,0.0812233426776,0.135788637692
64,0.918054925274,0.0139652013025,0.814497981185,0.033113079263,0.0470782806514,0.602724180031,0.0857316867473,0.406356420575,0.0761712793891,0.161902967092
65,0.919405668397,0.0149232085177,0.809545255872,0.0348817368106,0.0498049452394,0.620885360271,0.0623732711676,0.438138485445,0.099421823873,0.161795095527
66,0.918955419848,0.0141620856535,0.813147238733,0.0379082930594,0.052070378645,0.609534621797,0.0585201729351,0.406356419137,0.0823000706563,0.140820243674
67,0.906798734798,0.0178141192349,0.816749217622,0.0443416803367,0.0621557993473,0.612939843864,0.0599683932326,0.444948929579,0.0908610132543,0.150829406977
68,0.91985591614,0.0138238292546,0.823502930555,0.0312254020721,0.0450492315045,0.636776392326,0.0496919153303,0.443813856459,0.0721785425294,0.121870457564
69,0.916704181399,0.0147523823853,0.823502929347,0.0330704343885,0.0478228168098,0.61520999095,0.0566814675373,0.422247454152,0.068660363741,0.125341831099
70,0.910400714975,0.0141142060798,0.807744267447,0.0335877380159,0.0477019441169,0.62656072824,0.059266738731,0.451759371598,0.0682397929277,0.127506531597
71,0.91490319123,0.0160080750269,0.80414228299,0.0376525242477,0.0536605992842,0.590238366407,0.0733715349366,0.375709427895,0.118502430026,0.191873964984
72,0.91175145783,0.0194326009096,0.79918956032,0.0470012090379,0.0664338099895,0.494892170866,0.303204664443,0.31101022199,0.304026188969,0.607230854461
73,0.89734353433,0.0261289802852,0.783881144419,0.0696425680019,0.0957715486037,0.628830876426,0.068716345023,0.413166861579,0.0769931004466,0.145709446759
74,0.909500219381,0.0197221620804,0.794236834738,0.0563439409587,0.076066103584,0.608399547916,0.06708766986,0.442678781393,0.0843893832545,0.151477052332
75,0.905447991031,0.0184215679201,0.81179649204,0.0397029934574,0.058124561267,0.601589106319,0.0803326444275,0.410896715762,0.0923516700651,0.172684314218
76,0.910850961538,0.0161173439902,0.805042778705,0.0399194495708,0.0560367934839,0.603859253828,0.0601570240088,0.404086271121,0.0855751541802,0.14573217821
77,0.909500220723,0.0149774128678,0.815848722806,0.0342248686804,0.0492022814265,0.627695802375,0.0544336074086,0.39500568117,0.108121588302,0.162555195941
78,0.921206658029,0.0130654029298,0.818550208059,0.0333565273245,0.046421930313,0.603859253574,0.0866284037514,0.418842232254,0.0931812789287,0.17980968268
79,0.922107154053,0.0136701928134,0.818550206583,0.0331618210099,0.0468320138149,0.61066969534,0.0564545552784,0.42111237934,0.0731794915662,0.129634046866
80,0.919405668665,0.0124937324461,0.827555161186,0.0332386787421,0.045732411033,0.602724178678,0.0789176636459,0.40635642159,0.0895864006035,0.168504065454
81,0.91940566625,0.0124065458774,0.827104909256,0.0294618687573,0.0418684146342,0.601589106658,0.0812975718692,0.409761642473,0.08471217261,0.166009744352
82,0.921656903626,0.0119046990532,0.829356149074,0.0301552548596,0.0420599538986,0.616345064746,0.0787179332002,0.429057898285,0.0860651018273,0.164783034224
83,0.921206659103,0.0121146114436,0.830256643461,0.0294100556377,0.0415246670345,0.641316687597,0.0496079647358,0.444948930509,0.0710293096189,0.120637274314
84,0.919855914799,0.0131428490017,0.822602437885,0.0324665469724,0.0456093961104,0.645856981938,0.0673473760249,0.46083996417,0.0901682311405,0.157515607334
85,0.918054925703,0.0129801439518,0.82530391965,0.0311853086298,0.0441654525674,0.623155508203,0.0701608681347,0.402951199862,0.0835820435082,0.153742911131
86,0.922107151906,0.0171787685309,0.814948226648,0.0380978115081,0.0552765800828,0.633371170936,0.0562791839267,0.474460848547,0.0843608197455,0.140640003101
87,0.910400713794,0.0180514624304,0.817649711069,0.0359883174847,0.054039779965,0.641316686582,0.0472272343566,0.425652673851,0.103238581846,0.150465816987
88,0.904547497691,0.0158613895121,0.828455652513,0.034777515341,0.050638904863,0.643586835529,0.0411462818614,0.466515331885,0.0818347002186,0.122980980716
89,0.923007648735,0.0153092226894,0.831157141524,0.0356860686696,0.0509952912457,0.607264475134,0.0890783009824,0.429057896509,0.0706263115581,0.159704612769
90,0.914903193377,0.0152743250796,0.825754166052,0.0370731147519,0.0523474397375,0.640181612786,0.0478907095799,0.425652674866,0.0849491340086,0.132839842997
91,0.921656905504,0.0141951198916,0.824403425639,0.0306691749391,0.0448642948065,0.620885359849,0.061661771857,0.42678774917,0.089064165916,0.150725937475
92,0.911301212234,0.0174106970393,0.82170193891,0.034110034065,0.0515207310066,0.568671966384,0.100478635507,0.329171401553,0.129862157051,0.230340791725
93,0.92255740126,0.0156520289394,0.828905899183,0.0321606477619,0.0478126766636,0.635641317684,0.0549056818085,0.431328043511,0.0873631922091,0.142268873548
94,0.91400269789,0.0152019384271,0.82575416887,0.0323528669513,0.0475548054689,0.633371170344,0.0576623536426,0.407491494034,0.113956441077,0.171618794018
95,0.914903192035,0.0156570391877,0.823052681979,0.0345000205146,0.050157059769,0.646992057088,0.0518905677464,0.479001141619,0.0739482872983,0.125838855076
96,0.920306163079,0.0142352321176,0.832507883279,0.0341589820782,0.0483942141539,0.626560728748,0.0527491467021,0.446084005574,0.0746974273374,0.127446574204
97,0.919855915067,0.013322921609,0.832507882205,0.0301333758561,0.0434562974819,0.677639047401,0.0482171397935,0.520998875903,0.061091239377,0.109308379416
98,0.920756408139,0.0122079767695,0.83791085231,0.0319481973848,0.0441561741314,0.618615212086,0.0650794805957,0.413166864878,0.0797135330796,0.144793014014
99,0.935614580187,0.0115386585796,0.839711844626,0.0274279379399,0.0389665966868,0.665153236905,0.0467549650068,0.459704889021,0.0967355984412,0.143490563025
